Order ID;Order Date;On Truck Scan Date;Ship Mode
CA-2019-118073;12/8/2019;19/08/2019;Standard Processing
CA-2019-113551;18/8/2019;21/08/2019;Express
CA-2019-113551;18/8/2019;21/08/2019;Express
CA-2019-101980;19/8/2019;21/08/2019;Express
CA-2019-101980;19/8/2019;21/08/2019;Express
CA-2019-101980;19/8/2019;21/08/2019;Express
CA-2019-105459;12/8/2019;21/08/2019;Standard Processing
CA-2019-105459;12/8/2019;21/08/2019;Standard Processing
CA-2019-155670;13/8/2019;21/08/2019;Standard Processing
CA-2019-155670;13/8/2019;21/08/2019;Standard Processing
CA-2019-156251;13/8/2019;21/08/2019;Standard Processing
CA-2019-156251;13/8/2019;21/08/2019;Standard Processing
CA-2019-166163;15/8/2019;21/08/2019;Standard Processing
CA-2019-166163;15/8/2019;21/08/2019;Standard Processing
CA-2019-154690;15/8/2019;21/08/2019;Standard Processing
CA-2019-128671;11/8/2019;21/08/2019;Standard Processing
CA-2019-128671;11/8/2019;21/08/2019;Standard Processing
CA-2019-128671;11/8/2019;21/08/2019;Standard Processing
US-2019-141264;13/8/2019;21/08/2019;Standard Processing
US-2019-141264;13/8/2019;21/08/2019;Standard Processing
CA-2019-136021;14/8/2019;21/08/2019;Standard Processing
CA-2019-136021;14/8/2019;21/08/2019;Standard Processing
CA-2019-136770;14/8/2019;21/08/2019;Standard Processing
CA-2019-136770;14/8/2019;21/08/2019;Standard Processing
CA-2019-136770;14/8/2019;21/08/2019;Standard Processing
CA-2019-118626;15/8/2019;21/08/2019;Standard Processing
CA-2019-150343;16/8/2019;21/08/2019;Standard Processing
CA-2019-151141;20/8/2019;23/08/2019;Express
US-2019-141880;22/8/2019;23/08/2019;Express
CA-2019-128916;18/8/2019;23/08/2019;Standard Processing
CA-2019-128916;18/8/2019;23/08/2019;Standard Processing
US-2019-123470;15/8/2019;23/08/2019;Standard Processing
US-2019-123470;15/8/2019;23/08/2019;Standard Processing
CA-2019-167241;15/8/2019;23/08/2019;Standard Processing
CA-2019-167241;15/8/2019;23/08/2019;Standard Processing
CA-2019-167241;15/8/2019;23/08/2019;Standard Processing
CA-2019-167241;15/8/2019;23/08/2019;Standard Processing
CA-2019-113117;16/8/2019;23/08/2019;Standard Processing
US-2019-146066;21/8/2019;26/08/2019;Standard Processing
US-2019-157308;17/8/2019;26/08/2019;Standard Processing
CA-2019-105585;26/8/2019;28/08/2019;Express
CA-2019-105585;26/8/2019;28/08/2019;Express
CA-2019-152289;26/8/2019;28/08/2019;Express
CA-2019-152289;26/8/2019;28/08/2019;Express
CA-2019-160598;26/8/2019;28/08/2019;Express
CA-2019-136133;18/8/2019;28/08/2019;Standard Processing
CA-2019-167983;21/8/2019;28/08/2019;Standard Processing
CA-2019-153353;18/8/2019;28/08/2019;Standard Processing
CA-2019-123414;21/8/2019;28/08/2019;Standard Processing
CA-2019-123414;21/8/2019;28/08/2019;Standard Processing
CA-2019-122581;21/8/2019;28/08/2019;Standard Processing
US-2019-148334;22/8/2019;28/08/2019;Standard Processing
CA-2019-130484;22/8/2019;28/08/2019;Standard Processing
US-2019-106313;22/8/2019;28/08/2019;Standard Processing
CA-2019-158001;23/8/2019;28/08/2019;Standard Processing
CA-2019-158001;23/8/2019;28/08/2019;Standard Processing
CA-2019-158001;23/8/2019;28/08/2019;Standard Processing
CA-2019-128594;26/8/2019;30/08/2019;Express
CA-2019-137652;28/8/2019;30/08/2019;Express
CA-2019-148201;26/8/2019;30/08/2019;Standard Processing
US-2019-100405;26/8/2019;30/08/2019;Standard Processing
CA-2019-117919;27/8/2019;30/08/2019;Standard Processing
CA-2019-117919;27/8/2019;30/08/2019;Standard Processing
US-2019-126452;21/8/2019;30/08/2019;Standard Processing
US-2019-126452;21/8/2019;30/08/2019;Standard Processing
US-2019-126452;21/8/2019;30/08/2019;Standard Processing
US-2019-126452;21/8/2019;30/08/2019;Standard Processing
US-2019-126452;21/8/2019;30/08/2019;Standard Processing
US-2019-126452;21/8/2019;30/08/2019;Standard Processing
US-2019-126452;21/8/2019;30/08/2019;Standard Processing
CA-2019-137239;22/8/2019;30/08/2019;Standard Processing
CA-2019-137239;22/8/2019;30/08/2019;Standard Processing
CA-2019-137239;22/8/2019;30/08/2019;Standard Processing
CA-2019-140256;22/8/2019;30/08/2019;Standard Processing
US-2019-117793;23/8/2019;30/08/2019;Standard Processing
US-2019-117793;23/8/2019;30/08/2019;Standard Processing
US-2019-117793;23/8/2019;30/08/2019;Standard Processing
US-2019-117793;23/8/2019;30/08/2019;Standard Processing
CA-2019-145303;28/8/2019;03/09/2019;Express
CA-2019-145303;28/8/2019;03/09/2019;Express
CA-2019-145303;28/8/2019;03/09/2019;Express
US-2019-141544;30/8/2019;03/09/2019;Express
US-2019-141544;30/8/2019;03/09/2019;Express
US-2019-141544;30/8/2019;03/09/2019;Express
US-2019-141544;30/8/2019;03/09/2019;Express
US-2019-141544;30/8/2019;03/09/2019;Express
CA-2019-116540;2/9/2019;03/09/2019;Express
CA-2019-116540;2/9/2019;03/09/2019;Express
US-2019-160528;23/8/2019;03/09/2019;Standard Processing
US-2019-160528;23/8/2019;03/09/2019;Standard Processing
US-2019-160528;23/8/2019;03/09/2019;Standard Processing
CA-2019-150350;23/8/2019;03/09/2019;Standard Processing
CA-2019-150350;23/8/2019;03/09/2019;Standard Processing
CA-2019-150350;23/8/2019;03/09/2019;Standard Processing
CA-2019-150350;23/8/2019;03/09/2019;Standard Processing
CA-2019-150350;23/8/2019;03/09/2019;Standard Processing
CA-2019-150350;23/8/2019;03/09/2019;Standard Processing
US-2019-163538;26/8/2019;03/09/2019;Standard Processing
CA-2019-163174;26/8/2019;03/09/2019;Standard Processing
CA-2019-129714;1/9/2019;04/09/2019;Express
CA-2019-129714;1/9/2019;04/09/2019;Express
CA-2019-129714;1/9/2019;04/09/2019;Express
CA-2019-129714;1/9/2019;04/09/2019;Express
CA-2019-129714;1/9/2019;04/09/2019;Express
CA-2019-113096;2/9/2019;04/09/2019;Express
CA-2019-129847;2/9/2019;04/09/2019;Express
CA-2019-129630;4/9/2019;04/09/2019;Express
CA-2019-129630;4/9/2019;04/09/2019;Express
CA-2019-145982;27/8/2019;04/09/2019;Standard Processing
CA-2019-145982;27/8/2019;04/09/2019;Standard Processing
CA-2019-145982;27/8/2019;04/09/2019;Standard Processing
CA-2019-145982;27/8/2019;04/09/2019;Standard Processing
CA-2019-145982;27/8/2019;04/09/2019;Standard Processing
CA-2019-145982;27/8/2019;04/09/2019;Standard Processing
CA-2019-132094;26/8/2019;04/09/2019;Standard Processing
CA-2019-132094;26/8/2019;04/09/2019;Standard Processing
US-2019-127425;26/8/2019;04/09/2019;Standard Processing
US-2019-127425;26/8/2019;04/09/2019;Standard Processing
CA-2019-114601;26/8/2019;04/09/2019;Standard Processing
CA-2019-114601;26/8/2019;04/09/2019;Standard Processing
CA-2019-114601;26/8/2019;04/09/2019;Standard Processing
CA-2019-114601;26/8/2019;04/09/2019;Standard Processing
CA-2019-114601;26/8/2019;04/09/2019;Standard Processing
US-2019-102141;26/8/2019;04/09/2019;Standard Processing
US-2019-146710;27/8/2019;04/09/2019;Standard Processing
US-2019-146710;27/8/2019;04/09/2019;Standard Processing
US-2019-146710;27/8/2019;04/09/2019;Standard Processing
US-2019-146710;27/8/2019;04/09/2019;Standard Processing
CA-2019-116764;27/8/2019;04/09/2019;Standard Processing
US-2019-144211;28/8/2019;04/09/2019;Standard Processing
US-2019-144211;28/8/2019;04/09/2019;Standard Processing
CA-2019-158568;29/8/2019;04/09/2019;Standard Processing
CA-2019-158568;29/8/2019;04/09/2019;Standard Processing
CA-2019-158568;29/8/2019;04/09/2019;Standard Processing
CA-2019-161207;29/8/2019;04/09/2019;Standard Processing
CA-2019-159912;29/8/2019;04/09/2019;Standard Processing
CA-2019-159912;29/8/2019;04/09/2019;Standard Processing
CA-2019-159912;29/8/2019;04/09/2019;Standard Processing
CA-2019-159912;29/8/2019;04/09/2019;Standard Processing
CA-2019-117408;31/8/2019;04/09/2019;Standard Processing
CA-2019-120859;1/9/2019;06/09/2019;Express
CA-2019-158099;3/9/2019;06/09/2019;Express
CA-2019-158099;3/9/2019;06/09/2019;Express
CA-2019-132143;3/9/2019;06/09/2019;Express
US-2019-101616;3/9/2019;06/09/2019;Express
CA-2019-160815;5/9/2019;06/09/2019;Express
CA-2019-151372;5/9/2019;06/09/2019;Express
CA-2019-151372;5/9/2019;06/09/2019;Express
CA-2019-151372;5/9/2019;06/09/2019;Express
CA-2019-124583;1/9/2019;06/09/2019;Standard Processing
CA-2019-106278;2/9/2019;06/09/2019;Standard Processing
CA-2019-106278;2/9/2019;06/09/2019;Standard Processing
CA-2019-128727;29/8/2019;06/09/2019;Standard Processing
CA-2019-136595;5/9/2019;09/09/2019;Express
CA-2019-139409;5/9/2019;09/09/2019;Express
CA-2019-145240;6/9/2019;09/09/2019;Express
CA-2019-153101;8/9/2019;09/09/2019;Express
CA-2019-165995;30/8/2019;09/09/2019;Standard Processing
CA-2019-165995;30/8/2019;09/09/2019;Standard Processing
CA-2019-155481;1/9/2019;09/09/2019;Standard Processing
CA-2019-155481;1/9/2019;09/09/2019;Standard Processing
CA-2019-155481;1/9/2019;09/09/2019;Standard Processing
CA-2019-116526;1/9/2019;09/09/2019;Standard Processing
CA-2019-116526;1/9/2019;09/09/2019;Standard Processing
CA-2019-116526;1/9/2019;09/09/2019;Standard Processing
CA-2019-116526;1/9/2019;09/09/2019;Standard Processing
CA-2019-116526;1/9/2019;09/09/2019;Standard Processing
CA-2019-116526;1/9/2019;09/09/2019;Standard Processing
CA-2019-130407;2/9/2019;09/09/2019;Standard Processing
CA-2019-130407;2/9/2019;09/09/2019;Standard Processing
CA-2019-106950;2/9/2019;09/09/2019;Standard Processing
CA-2019-106950;2/9/2019;09/09/2019;Standard Processing
CA-2019-106950;2/9/2019;09/09/2019;Standard Processing
CA-2019-106950;2/9/2019;09/09/2019;Standard Processing
CA-2019-106950;2/9/2019;09/09/2019;Standard Processing
CA-2019-106950;2/9/2019;09/09/2019;Standard Processing
CA-2019-126732;2/9/2019;09/09/2019;Standard Processing
CA-2019-126732;2/9/2019;09/09/2019;Standard Processing
CA-2019-126732;2/9/2019;09/09/2019;Standard Processing
CA-2019-126732;2/9/2019;09/09/2019;Standard Processing
CA-2019-126732;2/9/2019;09/09/2019;Standard Processing
CA-2019-126732;2/9/2019;09/09/2019;Standard Processing
CA-2019-131499;8/9/2019;11/09/2019;Express
CA-2019-110023;9/9/2019;11/09/2019;Express
CA-2019-112739;2/9/2019;11/09/2019;Standard Processing
CA-2019-112739;2/9/2019;11/09/2019;Standard Processing
US-2019-147711;3/9/2019;11/09/2019;Standard Processing
US-2019-147711;3/9/2019;11/09/2019;Standard Processing
US-2019-147711;3/9/2019;11/09/2019;Standard Processing
US-2019-147711;3/9/2019;11/09/2019;Standard Processing
CA-2019-149783;4/9/2019;11/09/2019;Standard Processing
CA-2019-149783;4/9/2019;11/09/2019;Standard Processing
CA-2019-149783;4/9/2019;11/09/2019;Standard Processing
CA-2019-110366;5/9/2019;11/09/2019;Standard Processing
CA-2019-115756;5/9/2019;11/09/2019;Standard Processing
CA-2019-115756;5/9/2019;11/09/2019;Standard Processing
CA-2019-115756;5/9/2019;11/09/2019;Standard Processing
CA-2019-115756;5/9/2019;11/09/2019;Standard Processing
CA-2019-115756;5/9/2019;11/09/2019;Standard Processing
CA-2019-115756;5/9/2019;11/09/2019;Standard Processing
CA-2019-136231;5/9/2019;11/09/2019;Standard Processing
CA-2019-136231;5/9/2019;11/09/2019;Standard Processing
CA-2019-136231;5/9/2019;11/09/2019;Standard Processing
CA-2019-136231;5/9/2019;11/09/2019;Standard Processing
CA-2019-149195;5/9/2019;11/09/2019;Standard Processing
CA-2019-149195;5/9/2019;11/09/2019;Standard Processing
CA-2019-149195;5/9/2019;11/09/2019;Standard Processing
CA-2019-164490;5/9/2019;11/09/2019;Standard Processing
CA-2019-102981;6/9/2019;11/09/2019;Standard Processing
CA-2019-102981;6/9/2019;11/09/2019;Standard Processing
CA-2019-151561;1/9/2019;11/09/2019;Standard Processing
CA-2019-151561;1/9/2019;11/09/2019;Standard Processing
CA-2019-151561;1/9/2019;11/09/2019;Standard Processing
CA-2019-151561;1/9/2019;11/09/2019;Standard Processing
CA-2019-144764;2/9/2019;11/09/2019;Standard Processing
CA-2019-144764;2/9/2019;11/09/2019;Standard Processing
CA-2019-144764;2/9/2019;11/09/2019;Standard Processing
CA-2019-166429;2/9/2019;11/09/2019;Standard Processing
US-2019-100566;3/9/2019;11/09/2019;Standard Processing
CA-2019-159737;3/9/2019;11/09/2019;Standard Processing
CA-2019-163986;3/9/2019;11/09/2019;Standard Processing
US-2019-104815;3/9/2019;11/09/2019;Standard Processing
CA-2019-153185;3/9/2019;11/09/2019;Standard Processing
CA-2019-169971;4/9/2019;11/09/2019;Standard Processing
CA-2019-169971;4/9/2019;11/09/2019;Standard Processing
CA-2019-123120;4/9/2019;11/09/2019;Standard Processing
CA-2019-123120;4/9/2019;11/09/2019;Standard Processing
CA-2019-123120;4/9/2019;11/09/2019;Standard Processing
CA-2019-131205;4/9/2019;11/09/2019;Standard Processing
CA-2019-131205;4/9/2019;11/09/2019;Standard Processing
CA-2019-131205;4/9/2019;11/09/2019;Standard Processing
CA-2019-131205;4/9/2019;11/09/2019;Standard Processing
CA-2019-168774;4/9/2019;11/09/2019;Standard Processing
CA-2019-142524;4/9/2019;11/09/2019;Standard Processing
CA-2019-142524;4/9/2019;11/09/2019;Standard Processing
CA-2019-117604;4/9/2019;11/09/2019;Standard Processing
CA-2019-140774;5/9/2019;11/09/2019;Standard Processing
CA-2019-137673;5/9/2019;11/09/2019;Standard Processing
CA-2019-154536;5/9/2019;11/09/2019;Standard Processing
CA-2019-144540;5/9/2019;11/09/2019;Standard Processing
CA-2019-144540;5/9/2019;11/09/2019;Standard Processing
US-2019-121013;5/9/2019;11/09/2019;Standard Processing
US-2019-121013;5/9/2019;11/09/2019;Standard Processing
CA-2019-158778;5/9/2019;11/09/2019;Standard Processing
CA-2019-158778;5/9/2019;11/09/2019;Standard Processing
CA-2019-158778;5/9/2019;11/09/2019;Standard Processing
CA-2019-158778;5/9/2019;11/09/2019;Standard Processing
CA-2019-143476;11/9/2019;13/09/2019;Express
CA-2019-143476;11/9/2019;13/09/2019;Express
CA-2019-143476;11/9/2019;13/09/2019;Express
CA-2019-151148;12/9/2019;13/09/2019;Express
CA-2019-151148;12/9/2019;13/09/2019;Express
CA-2019-108987;8/9/2019;13/09/2019;Standard Processing
CA-2019-108987;8/9/2019;13/09/2019;Standard Processing
CA-2019-108987;8/9/2019;13/09/2019;Standard Processing
CA-2019-108987;8/9/2019;13/09/2019;Standard Processing
CA-2019-113516;8/9/2019;13/09/2019;Standard Processing
CA-2019-113516;8/9/2019;13/09/2019;Standard Processing
CA-2019-164350;10/9/2019;13/09/2019;Standard Processing
CA-2019-126102;10/9/2019;13/09/2019;Standard Processing
US-2019-148110;5/9/2019;13/09/2019;Standard Processing
CA-2019-133319;5/9/2019;13/09/2019;Standard Processing
US-2019-152373;5/9/2019;13/09/2019;Standard Processing
CA-2019-162383;5/9/2019;13/09/2019;Standard Processing
CA-2019-162383;5/9/2019;13/09/2019;Standard Processing
CA-2019-162383;5/9/2019;13/09/2019;Standard Processing
CA-2019-149223;6/9/2019;13/09/2019;Standard Processing
CA-2019-133123;6/9/2019;13/09/2019;Standard Processing
CA-2019-133123;6/9/2019;13/09/2019;Standard Processing
CA-2019-123932;6/9/2019;13/09/2019;Standard Processing
CA-2019-123932;6/9/2019;13/09/2019;Standard Processing
CA-2019-153157;11/9/2019;16/09/2019;Express
CA-2019-112893;9/9/2019;16/09/2019;Standard Processing
CA-2019-121223;11/9/2019;16/09/2019;Standard Processing
CA-2019-121223;11/9/2019;16/09/2019;Standard Processing
CA-2019-108868;8/9/2019;16/09/2019;Standard Processing
CA-2019-108868;8/9/2019;16/09/2019;Standard Processing
CA-2019-155138;8/9/2019;16/09/2019;Standard Processing
CA-2019-155138;8/9/2019;16/09/2019;Standard Processing
CA-2019-162159;16/9/2019;18/09/2019;Express
CA-2019-137176;9/9/2019;18/09/2019;Standard Processing
US-2019-118780;10/9/2019;18/09/2019;Standard Processing
US-2019-118780;10/9/2019;18/09/2019;Standard Processing
CA-2019-146206;10/9/2019;18/09/2019;Standard Processing
CA-2019-146206;10/9/2019;18/09/2019;Standard Processing
CA-2019-142902;12/9/2019;18/09/2019;Standard Processing
CA-2019-142902;12/9/2019;18/09/2019;Standard Processing
CA-2019-142902;12/9/2019;18/09/2019;Standard Processing
CA-2019-142902;12/9/2019;18/09/2019;Standard Processing
US-2019-114174;8/9/2019;18/09/2019;Standard Processing
US-2019-114174;8/9/2019;18/09/2019;Standard Processing
US-2019-115455;8/9/2019;18/09/2019;Standard Processing
US-2019-115455;8/9/2019;18/09/2019;Standard Processing
CA-2019-110009;8/9/2019;18/09/2019;Standard Processing
CA-2019-110009;8/9/2019;18/09/2019;Standard Processing
CA-2019-103709;8/9/2019;18/09/2019;Standard Processing
CA-2019-103709;8/9/2019;18/09/2019;Standard Processing
CA-2019-103709;8/9/2019;18/09/2019;Standard Processing
CA-2019-112277;10/9/2019;18/09/2019;Standard Processing
CA-2019-165918;10/9/2019;18/09/2019;Standard Processing
CA-2019-165918;10/9/2019;18/09/2019;Standard Processing
CA-2019-165918;10/9/2019;18/09/2019;Standard Processing
CA-2019-165918;10/9/2019;18/09/2019;Standard Processing
CA-2019-145625;11/9/2019;18/09/2019;Standard Processing
CA-2019-145625;11/9/2019;18/09/2019;Standard Processing
CA-2019-164154;11/9/2019;18/09/2019;Standard Processing
CA-2019-164154;11/9/2019;18/09/2019;Standard Processing
CA-2019-102162;11/9/2019;18/09/2019;Standard Processing
CA-2019-102162;11/9/2019;18/09/2019;Standard Processing
CA-2019-116561;11/9/2019;18/09/2019;Standard Processing
CA-2019-116561;11/9/2019;18/09/2019;Standard Processing
CA-2019-150007;11/9/2019;18/09/2019;Standard Processing
CA-2019-150007;11/9/2019;18/09/2019;Standard Processing
CA-2019-130225;11/9/2019;18/09/2019;Standard Processing
CA-2019-128811;12/9/2019;18/09/2019;Standard Processing
CA-2019-128811;12/9/2019;18/09/2019;Standard Processing
CA-2019-128811;12/9/2019;18/09/2019;Standard Processing
CA-2019-123946;12/9/2019;18/09/2019;Standard Processing
CA-2019-123946;12/9/2019;18/09/2019;Standard Processing
CA-2019-123946;12/9/2019;18/09/2019;Standard Processing
CA-2019-123946;12/9/2019;18/09/2019;Standard Processing
CA-2019-113082;12/9/2019;18/09/2019;Standard Processing
CA-2019-157511;18/9/2019;20/09/2019;Express
CA-2019-157511;18/9/2019;20/09/2019;Express
CA-2019-157511;18/9/2019;20/09/2019;Express
US-2019-156097;19/9/2019;20/09/2019;Express
US-2019-156097;19/9/2019;20/09/2019;Express
CA-2019-152457;12/9/2019;20/09/2019;Standard Processing
CA-2019-105732;13/9/2019;20/09/2019;Standard Processing
CA-2019-105732;13/9/2019;20/09/2019;Standard Processing
CA-2019-105732;13/9/2019;20/09/2019;Standard Processing
CA-2019-105732;13/9/2019;20/09/2019;Standard Processing
CA-2019-105732;13/9/2019;20/09/2019;Standard Processing
CA-2019-105732;13/9/2019;20/09/2019;Standard Processing
CA-2019-105732;13/9/2019;20/09/2019;Standard Processing
CA-2019-105732;13/9/2019;20/09/2019;Standard Processing
CA-2019-105732;13/9/2019;20/09/2019;Standard Processing
CA-2019-105732;13/9/2019;20/09/2019;Standard Processing
CA-2019-168354;19/9/2019;23/09/2019;Express
CA-2019-168354;19/9/2019;23/09/2019;Express
CA-2019-168354;19/9/2019;23/09/2019;Express
CA-2019-168354;19/9/2019;23/09/2019;Express
CA-2019-120250;19/9/2019;23/09/2019;Express
CA-2019-158610;19/9/2019;23/09/2019;Express
CA-2019-131093;17/9/2019;23/09/2019;Standard Processing
CA-2019-155439;14/9/2019;23/09/2019;Standard Processing
CA-2019-153178;14/9/2019;23/09/2019;Standard Processing
CA-2019-153178;14/9/2019;23/09/2019;Standard Processing
CA-2019-149370;15/9/2019;23/09/2019;Standard Processing
US-2019-147340;24/9/2019;25/09/2019;Express
CA-2019-102932;19/9/2019;25/09/2019;Standard Processing
CA-2019-102932;19/9/2019;25/09/2019;Standard Processing
US-2019-114888;19/9/2019;25/09/2019;Standard Processing
US-2019-114888;19/9/2019;25/09/2019;Standard Processing
CA-2019-149797;15/9/2019;25/09/2019;Standard Processing
US-2019-128678;15/9/2019;25/09/2019;Standard Processing
US-2019-128678;15/9/2019;25/09/2019;Standard Processing
CA-2019-116911;15/9/2019;25/09/2019;Standard Processing
CA-2019-116911;15/9/2019;25/09/2019;Standard Processing
CA-2019-160479;15/9/2019;25/09/2019;Standard Processing
US-2019-134369;16/9/2019;25/09/2019;Standard Processing
CA-2019-123337;16/9/2019;25/09/2019;Standard Processing
CA-2019-123337;16/9/2019;25/09/2019;Standard Processing
CA-2019-109806;17/9/2019;25/09/2019;Standard Processing
CA-2019-109806;17/9/2019;25/09/2019;Standard Processing
CA-2019-109806;17/9/2019;25/09/2019;Standard Processing
CA-2019-134208;17/9/2019;25/09/2019;Standard Processing
CA-2019-164091;17/9/2019;25/09/2019;Standard Processing
CA-2019-164091;17/9/2019;25/09/2019;Standard Processing
CA-2019-159730;17/9/2019;25/09/2019;Standard Processing
CA-2019-159730;17/9/2019;25/09/2019;Standard Processing
CA-2019-111416;17/9/2019;25/09/2019;Standard Processing
CA-2019-105900;17/9/2019;25/09/2019;Standard Processing
US-2019-152415;17/9/2019;25/09/2019;Standard Processing
US-2019-152415;17/9/2019;25/09/2019;Standard Processing
US-2019-148957;17/9/2019;25/09/2019;Standard Processing
CA-2019-106075;18/9/2019;25/09/2019;Standard Processing
CA-2019-140928;18/9/2019;25/09/2019;Standard Processing
CA-2019-145905;18/9/2019;25/09/2019;Standard Processing
CA-2019-145905;18/9/2019;25/09/2019;Standard Processing
CA-2019-145905;18/9/2019;25/09/2019;Standard Processing
CA-2019-111409;18/9/2019;25/09/2019;Standard Processing
CA-2019-133935;18/9/2019;25/09/2019;Standard Processing
CA-2019-133935;18/9/2019;25/09/2019;Standard Processing
CA-2019-133935;18/9/2019;25/09/2019;Standard Processing
CA-2019-110086;18/9/2019;25/09/2019;Standard Processing
CA-2019-130267;19/9/2019;25/09/2019;Standard Processing
CA-2019-142370;19/9/2019;25/09/2019;Standard Processing
CA-2019-142370;19/9/2019;25/09/2019;Standard Processing
CA-2019-168557;19/9/2019;25/09/2019;Standard Processing
CA-2019-100244;20/9/2019;25/09/2019;Standard Processing
CA-2019-100244;20/9/2019;25/09/2019;Standard Processing
CA-2019-100244;20/9/2019;25/09/2019;Standard Processing
CA-2019-100244;20/9/2019;25/09/2019;Standard Processing
CA-2019-100244;20/9/2019;25/09/2019;Standard Processing
CA-2019-145611;20/9/2019;25/09/2019;Standard Processing
CA-2019-126284;20/9/2019;25/09/2019;Standard Processing
CA-2019-166772;20/9/2019;25/09/2019;Standard Processing
CA-2019-135965;22/9/2019;27/09/2019;Express
CA-2019-106656;23/9/2019;27/09/2019;Express
CA-2019-106656;23/9/2019;27/09/2019;Express
CA-2019-132479;24/9/2019;27/09/2019;Express
CA-2019-148747;25/9/2019;27/09/2019;Express
CA-2019-145898;26/9/2019;27/09/2019;Express
CA-2019-145898;26/9/2019;27/09/2019;Express
CA-2019-145898;26/9/2019;27/09/2019;Express
CA-2019-145898;26/9/2019;27/09/2019;Express
CA-2019-132017;26/9/2019;27/09/2019;Express
CA-2019-166653;22/9/2019;27/09/2019;Standard Processing
CA-2019-110730;23/9/2019;27/09/2019;Standard Processing
CA-2019-124016;23/9/2019;27/09/2019;Standard Processing
CA-2019-124016;23/9/2019;27/09/2019;Standard Processing
CA-2019-124016;23/9/2019;27/09/2019;Standard Processing
CA-2019-155187;24/9/2019;27/09/2019;Standard Processing
CA-2019-155187;24/9/2019;27/09/2019;Standard Processing
CA-2019-120355;18/9/2019;27/09/2019;Standard Processing
CA-2019-120355;18/9/2019;27/09/2019;Standard Processing
CA-2019-134516;20/9/2019;27/09/2019;Standard Processing
CA-2019-134516;20/9/2019;27/09/2019;Standard Processing
CA-2019-116232;22/9/2019;30/09/2019;Standard Processing
CA-2019-116232;22/9/2019;30/09/2019;Standard Processing
CA-2019-119641;22/9/2019;30/09/2019;Standard Processing
US-2019-129469;23/9/2019;30/09/2019;Standard Processing
US-2019-129469;23/9/2019;30/09/2019;Standard Processing
CA-2019-159009;23/9/2019;30/09/2019;Standard Processing
CA-2019-159009;23/9/2019;30/09/2019;Standard Processing
CA-2019-161781;29/9/2019;02/10/2019;Express
CA-2019-157686;1/10/2019;02/10/2019;Express
CA-2019-155992;1/10/2019;02/10/2019;Express
CA-2019-155992;1/10/2019;02/10/2019;Express
CA-2019-111794;1/10/2019;02/10/2019;Express
CA-2019-111794;1/10/2019;02/10/2019;Express
CA-2019-149979;23/9/2019;02/10/2019;Standard Processing
CA-2019-149979;23/9/2019;02/10/2019;Standard Processing
CA-2019-101742;23/9/2019;02/10/2019;Standard Processing
CA-2019-157714;26/9/2019;02/10/2019;Standard Processing
CA-2019-123176;27/9/2019;02/10/2019;Standard Processing
CA-2019-123176;27/9/2019;02/10/2019;Standard Processing
CA-2019-109743;22/9/2019;02/10/2019;Standard Processing
CA-2019-109743;22/9/2019;02/10/2019;Standard Processing
CA-2019-120257;22/9/2019;02/10/2019;Standard Processing
US-2019-155404;22/9/2019;02/10/2019;Standard Processing
CA-2019-151974;22/9/2019;02/10/2019;Standard Processing
CA-2019-158617;22/9/2019;02/10/2019;Standard Processing
CA-2019-125724;22/9/2019;02/10/2019;Standard Processing
US-2019-157728;22/9/2019;02/10/2019;Standard Processing
US-2019-157728;22/9/2019;02/10/2019;Standard Processing
US-2019-134488;24/9/2019;02/10/2019;Standard Processing
CA-2019-108875;24/9/2019;02/10/2019;Standard Processing
CA-2019-108875;24/9/2019;02/10/2019;Standard Processing
CA-2019-141551;24/9/2019;02/10/2019;Standard Processing
CA-2019-141551;24/9/2019;02/10/2019;Standard Processing
CA-2019-154235;24/9/2019;02/10/2019;Standard Processing
CA-2019-100944;24/9/2019;02/10/2019;Standard Processing
CA-2019-100944;24/9/2019;02/10/2019;Standard Processing
US-2019-122245;25/9/2019;02/10/2019;Standard Processing
CA-2019-123722;25/9/2019;02/10/2019;Standard Processing
CA-2019-140417;25/9/2019;02/10/2019;Standard Processing
CA-2019-140417;25/9/2019;02/10/2019;Standard Processing
CA-2019-101385;25/9/2019;02/10/2019;Standard Processing
US-2019-124163;25/9/2019;02/10/2019;Standard Processing
US-2019-124163;25/9/2019;02/10/2019;Standard Processing
US-2019-124163;25/9/2019;02/10/2019;Standard Processing
US-2019-124163;25/9/2019;02/10/2019;Standard Processing
CA-2019-113978;25/9/2019;02/10/2019;Standard Processing
CA-2019-113978;25/9/2019;02/10/2019;Standard Processing
CA-2019-113978;25/9/2019;02/10/2019;Standard Processing
US-2019-125402;25/9/2019;02/10/2019;Standard Processing
US-2019-125402;25/9/2019;02/10/2019;Standard Processing
US-2019-125402;25/9/2019;02/10/2019;Standard Processing
US-2019-125402;25/9/2019;02/10/2019;Standard Processing
US-2019-125402;25/9/2019;02/10/2019;Standard Processing
US-2019-125402;25/9/2019;02/10/2019;Standard Processing
US-2019-125402;25/9/2019;02/10/2019;Standard Processing
US-2019-157945;26/9/2019;02/10/2019;Standard Processing
US-2019-157945;26/9/2019;02/10/2019;Standard Processing
US-2019-146794;26/9/2019;02/10/2019;Standard Processing
CA-2019-169957;26/9/2019;02/10/2019;Standard Processing
CA-2019-169957;26/9/2019;02/10/2019;Standard Processing
